no,VOC,pred,pred_수정
5120,"회진 시간 준수
늦을 경우 사전 통보",['대기시간_부정'],['진료경험(진료/투약/검사/회진)_부정']
5122,없습니다요 ,[],
5126,"너무 더워요
아이들 마스크 착용 미착용시 착용하라고 얘기 해주세요
마스크 미착용으로 기침하는데 24개월 미만 애기 쓰게 하고 싶은데 쓸수도 없고 그렇습니디.",['병원시스템_부정'],
5130,"난임센터 엘리베이터 안 손 소독제 교체 
갈때마다 다 쓴 상태",['시설/환경_부정'],
5134,별로 없다 생각합니다.,['병원시스템_부정'],[]
5138,진료실 문에 의료진 성함을 깔끔하게 정리해주었으면 합니다.,['시설/환경_부정'],
5140,친절교육,['시설/환경_부정'],['진료경험(진료/투약/검사/회진)_부정']
5142,아이가 침대에 있을 때 위험한 요소들이 주변에 많고 아이가 빠져 내려갈 수 있는 공간이 넓음,['시설/환경_부정'],
5146,"무수혈에  관심을  가져  주셨으면   좋겠습니다
지방  쏸자의  진로를   12시30분   이전에
당일(부산   제주도등)검사와   진료를  완료하게  해주셨으면
감사  하겠습니다 ",['진료경험(진료/투약/검사/회진)_부정'],
5151,환자 병동 이동을 위한 엘레베이터가 따로 있었으면 좋겠습니다.,['시설/환경_부정'],
5156,감사합니다,['진료경험(진료/투약/검사/회진)_긍정'],[]
5160,"의사 간화사님  매우 천절  합니다
식사를 좀 맛있거 해 주세요
노상명 의사님을 존경 합니다","['직원_부정','의사_부정']","['간호사_긍정','의사_긍정','시설/환경_부정']"
5162,간병통합이라 편하고 좋았는데....<BR/>머리 감기가 불편했어요~<BR/>제가 혈관 찿기가 힘들다는건 매번 듣지만...<BR/>5번째 성공해서 다행이지만 너~~무 아팠어요....<BR/>특히 오른손등?손목 부분에 맞으면서 실패했는데...<BR/>아직도 손가락 움직일때  아프고 찌릿찌릿해요....,[],"['병원시스템_긍정','시설/환경_부정','진료경험(진료/투약/검사/회진)_부정']"
5165,"여럿이 한 병실을 쓰다보니 어쩔수 없겠지만, 일부 환우분이 밤 늦게까지(10시 이후) 불을키고 소음을 내면 잠들기 힘든적이 종종 있었습니다. 일정 시간이후엔 전체적으로 소등을 하는것도 괜찮을 것같네요.","['시설/환경_부정','병원시스템_부정']",
5167,언제나감사드립니다,['진료경험(진료/투약/검사/회진)_긍정'],[]
5169,업무에책임감을가지고조금덪충실해주시면감사하겠읍니다,[],
5173,웃음,[],
5174,"응급시 환자의 귀중품관리시스템이  안전하게 되어졌으면 합니다  환자및보호자가 경황이없어서 분실 또는 도난 되는 경우가 많을것 같습니다 본 설문응답자도 귀중품이 없어졌습니다
안내데스크등에 신고는 해놓았습니다",['병원시스템_부정'],
5177,"밥은... 맛이 너무 없었습니다.<BR/>미음외엔 다른 반찬, 국 등등.. <BR/>여러 병원식을 꽤 오래 여러 차례 먹어보았으나<BR/>최고 맛없었습니다.<BR/>짜도 너무 짜고 .. 밥은 날아가고..",['시설/환경_부정'],
5180,병실 환기 시설을 개선하여 실내 환기를 자주 해주면 좋겠어요 ,['시설/환경_부정'],
5184,흡연 자을위하여 흡연 장소을 그늘막 설치을해줘으면 합니다,['시설/환경_부정'],
5188,없음입니다,[],
5192,주차장부죽,['주차_부정'],
5214,"면회객들의  방문접수처 라고 해야하나요!
고객응대를 너무 형식적 귀차니즘...예를들면 A동저기 있잔나요.
하며 손만 가르키고 얼굴은 딴데쳐다보고 ...
첫인상치곤 좋치는 않았습니다.",['직원_부정'],
5216,"보험사에 제출할 서류 띠는게 너무 불편하고 불만이 컷었는데
이 점이 개선되어 그동안 갖어었던 불만이 해소되어 이젠 없는듯 하네요
감사합니다~",['병원시스템_부정'],['병원시스템_긍정']
5226,"주차장 이협소하다.
병원전체 주차장을다돌아다녀도주차공간이없어서 이중주차를했다.",['주차_부정'],
5232,건강검진 별관에서 혈압체크 했는데 본관 내과에서 다시 혈압체크을 했음 이해는하나 결과 공유문제는 아쉬운점 노고에 감사드리며 귀사의 발전을 기원합니다,['진료경험(진료/투약/검사/회진)_부정'],
5238,몰겠다,[],
5240,수납기앞 남자직원보다 여자직원이  더  상냥하고  친절했슴,['직원_부정'],['직원_긍정']
5244,"생각보다
개선이.잘되여.있고
병실이.깨끗해서.맘.들어서
개선할점.없읍니다
","['시설/환경_부정','시설/환경_긍정']",['시설/환경_긍정']
5255,마스크 그만 착용 ,['시설/환경_부정'],
5267,치료 잘 받고 고마워요,['진료경험(진료/투약/검사/회진)_긍정'],
5270,진료시간이  지연되는거 외에  괜찮습니다,['진료경험(진료/투약/검사/회진)_긍정'],['대기시간_부정']
5274,병실개선필요,['시설/환경_부정'],
5277,"아직은 코로나로인하여 자유롭지못한점이 있지만 환자들이있는곳이라 원칙을세워나가는게 좋다고생각합니다
관절에관한 모든부분은 주의분께 추천많이합니다",['진료경험(진료/투약/검사/회진)_긍정'],
5279,엘베가 좁아요,['주차_부정'],
5291,병원뒤 가련산 편백슾으로 가는 오솔길 만들면  환자들이 조깅.산책할수 있도록  설치가 필요함,['시설/환경_부정'],
5299,"응급실 의사의 컨디션이 감정적이든 체력적이든 매우 안좋았던거 같습니다
어린 아이를 데리고 응급실을 갈때마다 수없이 고민하고는 진짜 안될때 가는편이지만... 별거 아닌데 온 별난 부모인양... 그리고 많이 어린 아이가 아프고 예민하고 불안하니 울고 발버둥치며 진료에 적극 협조하지 못하는 부분에 있어서... 짜증스러워 하시는 모습에... 아이에게 미안한 응급실 진료 선택이였습니다

최대한 노력하시고는 있으셨지만 피곤하고 짜증스러움이 고스란히 느껴졌고... 아이의 팔다리를 부러져라 혼자 잡고 있는데도 빠져나온 아이의 발버둥에 힘들어하시고 아이의 울음과 재채기에 짜증스러워하시는 모습에... 소아응급실이 맞는지... 속상했고 요즘 소아과 회피현상과 인력부족 시스템의 문제성을 익히 알고 있던터라 안스럽기도 하고 속상하기도 하고 씁쓸히 돌아와 밤새 다시 40도 넘는 아이를 데리고 집에서 견뎠습니다 이곳의 문제가 아닌 시스템의 문제일거 같아 속은 상하지만 어서 빨리 소아과 의료진들에게 많은 개선점을 주어 의료 환경을 조금 더 개선해주시면 의료진들도 조금 더 여유로운 심리상태로 환자를 돌볼수 있지 않을까 합니다........ ㅜㅜ",['의사_부정'],
5305,"초행길이여서 건물 자체가 찾기 힘들었습니다^^ 
제가 길치이긴 하지만^^;
건물표지판과 약도 가 디테일 했으면 찾기 수월하지 않을까 생각됩니다 ㅎㅎ",['시설/환경_부정'],
5317,없는거 같습니다,['진료경험(진료/투약/검사/회진)_부정'],[]
5319,"3인 이상 병실에 입원할경우 상태가 비슷한 환자끼리 방을 배정하면 좋을 듯. 
너무 심한 환자와 있으면 입원중에 쌩병이 생길듯한 경험을 갖고있음",['병원시스템_부정'],
5321,"커피숍의 커피가 좀저렴햇으면  좋겟다
저렴한브랜드가있었으면  좋겟다",['시설/환경_부정'],
5323,사물함에서  꺼내 읽어보싶시요,[],
5336,대기시간줄이기 ,['대기시간_부정'],
5338,원무과 직원들 중 일부는 불친절하다고 느꼈습니다.,['직원_부정'],
5341,"수유실이 너무 협소하기도 하고 기저귀 갈이대도 더러워보여 이용하기 싫었다.
모유수유를 하기에 좋은 환경은 아니였던것 같다.",['시설/환경_부정'],
5343,"진료 접수 순서 안내문자가 좀더 명확하면 좋겠습니다.
현재 문자:
1. 2층 원무과 [접수/수납]
2. 산부인과 키오스크 "" 진료과 도착확인 및 간호접수""눌러 발권하기
   ♣ 산모님의 경우 간호접수 없이 키, 몸무게, 혈압 측정 및 예정된 검사 진행 후  진료실로 이동 바랍니다.

--> 무엇을 먼저 하라는 건지 알기 어렵습니다. 키오스크에는 도착확인 및 접수 버튼이 별도 버튼으로 되어있어 뭘 눌러야 하는지도 모르겠습니다. 직원분께 물어보니 수납을 먼저 하는거라고 하셨는데, 안내문 어디에도 수납을 하라는 말이 없습니다. ","['병원시스템_부정','직원_부정']",['병원시스템_부정']
5349,친절하고 병원크기도 적당해서 이동거리가 크지 않아서  좋았습니다,"['시설/환경_긍정','진료경험(진료/투약/검사/회진)_긍정']",
5350,화장실너무너무더러움 ,['시설/환경_부정'],
5354,"주차시설 부족
항시 외부 유료 주차장 이용함",['주차_부정'],
5356,응급실 대기좌석을 더 만들어주시면.. 더 좋을것 같아요,['시설/환경_부정'],
5362,"건강검진 결과 상담을 시간을 잡아 따로 내원했는데 담당의사가 너무 무성의 하고 짜증스러웠으며 결과지를 읽어주는 수준으로 조금 깊이 있는 질문은 하지도 못하게 했다
한사람 시간을 20분 배정했으면 충분히 궁금한 점을 들어야하는데 귀찮아하며 형식적으로 대하니 빨리 일어설 수 밖에 없었다
의사샘도 나름이시지만 이번 상담의는 최악이다",['의사_부정'],
5364,주차 및 대기시 시간을 보낼 수 있는 시스템,['주차_부정'],
5372,간호사분들이 좀 더 친절했으면 삽니다,['간호사_부정'],
5376,장소가 비좁다,['시설/환경_부정'],
5382,"어제 진료후 불쾌한일이 있어 총무팀에 말씀드려...
조치를 하긴했으나 향후 계속 진료를 위해 내원하여야하는데 재차반복되지 않았으면 좋겠습니다
소아과진료후 로비에서 교회믿으라고 장애아부모를 잡고 늘어지는 행위가...
저는 어떠한 병원에서도 단한차례도 있을수 없는일이었고 처음 겪고 무척 당황 스런상황에 경비원에게 설명을했으나 그즉시 적극적인 대처가 없었던점... 
저희는 사실 내보내달라고 요구하였으나
그저 지켜보시겠다며 옆에서계신 모습만 보고
나올수밖에 없었는데... 
즉각적인 조치를위해 전화연결시도했으나 30분이 지나도록 연결되지못해 ...
다른 경로로 너무힘들게 총무팀과 연결이 되어서 
말씀은 드렸는데... 그순간만 생각하면 아직도 울컥합니다.
장애아를 키우며 그런시선 한두번 아니지만 
병원내에서 그런일을 겪으리라 생각못했습니다
다시는 그런일이 없었으면 합니다",['진료경험(진료/투약/검사/회진)_부정'],"['시설/환경_부정','직원_부정']"
5386,간호사의 말투가 무엇을 물어보면 귀찮다는듯이 말하는게 좀 불편했습니다. 그리고 피검사랑 엑스레이 검사를 했는데 피검사와 엑스레이 결과를 설명하지않은체 바로 약 처방해줘서 아직도 수치라던지 제 피검사의 결과랑 폐의 결과를 몰라서 답답하고 궁금합니다.,['간호사_부정'],
5392,지하철과 병윈이  바로연결되어 있어서 매우좋다,['시설/환경_긍정'],
5394,"이번에도 느꼈는데 실습생한테  채혈을  시키거나 스텐드 시술후 관을 제거할때 실습생을 시키는데 실수로  
피가 입원실 벽에까지 튀게 하면서 실습생이 계속하길래 불안해 하니까 다시 숙련된 의사가 제거후 지혈을  해 주었음 그리고 작년에  시술을 받을때엔 채혈을 할때에 실습생이  하면서4번이나  시도를 하다가 못하고  그냥가면서 미안하다는 말도없이 그냥가버렸슴",['진료경험(진료/투약/검사/회진)_부정'],
5412,잘모르겠어요 ,['진료경험(진료/투약/검사/회진)_부정'],[]
5414,백진호교수님?모든환자들에게?성의없이설명?확실히느낄수있습니다.마치?많은환자들을빠른시간안에진료해야하는사명을받은교수님으로생각됨.한달에두번?16번정도항암중인데?교수님?바꿔줄수있어면좋겠습니다.ㅡ이른기회를?주시어감사합니다.,['의사_부정'],
5417,항상 공사중으로 야간작업을 실시하면 어떨지,[],['시설/환경_부정']
5420,친절합니다,['진료경험(진료/투약/검사/회진)_긍정'],
